iso3,country,year,indicator,value
GTM,Guatemala,2022,urban_pop_pct,52.666
GTM,Guatemala,2023,urban_pop_pct,53.098
GIN,Guinea,1990,urban_pop_pct,28.026
GIN,Guinea,1991,urban_pop_pct,28.312
GIN,Guinea,1992,urban_pop_pct,28.601
GIN,Guinea,1993,urban_pop_pct,28.89
GIN,Guinea,1994,urban_pop_pct,29.182
GIN,Guinea,1995,urban_pop_pct,29.475
GIN,Guinea,1996,urban_pop_pct,29.77
GIN,Guinea,1997,urban_pop_pct,30.052
GIN,Guinea,1998,urban_pop_pct,30.323
GIN,Guinea,1999,urban_pop_pct,30.595
GIN,Guinea,2000,urban_pop_pct,30.869
GIN,Guinea,2001,urban_pop_pct,31.144
GIN,Guinea,2002,urban_pop_pct,31.42
GIN,Guinea,2003,urban_pop_pct,31.698
GIN,Guinea,2004,urban_pop_pct,31.977
GIN,Guinea,2005,urban_pop_pct,32.257
GIN,Guinea,2006,urban_pop_pct,32.539
GIN,Guinea,2007,urban_pop_pct,32.822
GIN,Guinea,2008,urban_pop_pct,33.106
GIN,Guinea,2009,urban_pop_pct,33.391
GIN,Guinea,2010,urban_pop_pct,33.678
GIN,Guinea,2011,urban_pop_pct,33.966
GIN,Guinea,2012,urban_pop_pct,34.255
GIN,Guinea,2013,urban_pop_pct,34.545
GIN,Guinea,2014,urban_pop_pct,34.836
GIN,Guinea,2015,urban_pop_pct,35.141
GIN,Guinea,2016,urban_pop_pct,35.46
GIN,Guinea,2017,urban_pop_pct,35.793
GIN,Guinea,2018,urban_pop_pct,36.14
GIN,Guinea,2019,urban_pop_pct,36.5
GIN,Guinea,2020,urban_pop_pct,36.875
GIN,Guinea,2021,urban_pop_pct,37.264
GIN,Guinea,2022,urban_pop_pct,37.668
GIN,Guinea,2023,urban_pop_pct,38.085
GNB,Guinea-Bissau,1990,urban_pop_pct,30.83
GNB,Guinea-Bissau,1991,urban_pop_pct,32.39
GNB,Guinea-Bissau,1992,urban_pop_pct,33.271
GNB,Guinea-Bissau,1993,urban_pop_pct,33.635
GNB,Guinea-Bissau,1994,urban_pop_pct,34.002
GNB,Guinea-Bissau,1995,urban_pop_pct,34.371
GNB,Guinea-Bissau,1996,urban_pop_pct,34.742
GNB,Guinea-Bissau,1997,urban_pop_pct,35.114
GNB,Guinea-Bissau,1998,urban_pop_pct,35.488
GNB,Guinea-Bissau,1999,urban_pop_pct,35.865
GNB,Guinea-Bissau,2000,urban_pop_pct,36.243
GNB,Guinea-Bissau,2001,urban_pop_pct,36.622
GNB,Guinea-Bissau,2002,urban_pop_pct,37.004
GNB,Guinea-Bissau,2003,urban_pop_pct,37.387
GNB,Guinea-Bissau,2004,urban_pop_pct,37.772
GNB,Guinea-Bissau,2005,urban_pop_pct,38.157
GNB,Guinea-Bissau,2006,urban_pop_pct,38.545
GNB,Guinea-Bissau,2007,urban_pop_pct,38.934
GNB,Guinea-Bissau,2008,urban_pop_pct,39.325
GNB,Guinea-Bissau,2009,urban_pop_pct,39.716
GNB,Guinea-Bissau,2010,urban_pop_pct,40.111
GNB,Guinea-Bissau,2011,urban_pop_pct,40.508
GNB,Guinea-Bissau,2012,urban_pop_pct,40.908
GNB,Guinea-Bissau,2013,urban_pop_pct,41.31
GNB,Guinea-Bissau,2014,urban_pop_pct,41.715
GNB,Guinea-Bissau,2015,urban_pop_pct,42.123
GNB,Guinea-Bissau,2016,urban_pop_pct,42.533
GNB,Guinea-Bissau,2017,urban_pop_pct,42.945
GNB,Guinea-Bissau,2018,urban_pop_pct,43.36
GNB,Guinea-Bissau,2019,urban_pop_pct,43.777
GNB,Guinea-Bissau,2020,urban_pop_pct,44.196
GNB,Guinea-Bissau,2021,urban_pop_pct,44.617
GNB,Guinea-Bissau,2022,urban_pop_pct,45.041
GNB,Guinea-Bissau,2023,urban_pop_pct,45.466
GUY,Guyana,1990,urban_pop_pct,29.583
GUY,Guyana,1991,urban_pop_pct,29.493
GUY,Guyana,1992,urban_pop_pct,29.404
GUY,Guyana,1993,urban_pop_pct,29.315
GUY,Guyana,1994,urban_pop_pct,29.226
GUY,Guyana,1995,urban_pop_pct,29.137
GUY,Guyana,1996,urban_pop_pct,29.048
GUY,Guyana,1997,urban_pop_pct,28.959
GUY,Guyana,1998,urban_pop_pct,28.871
GUY,Guyana,1999,urban_pop_pct,28.782
GUY,Guyana,2000,urban_pop_pct,28.694
GUY,Guyana,2001,urban_pop_pct,28.606
GUY,Guyana,2002,urban_pop_pct,28.518
GUY,Guyana,2003,urban_pop_pct,28.307
GUY,Guyana,2004,urban_pop_pct,28.064
GUY,Guyana,2005,urban_pop_pct,27.822
GUY,Guyana,2006,urban_pop_pct,27.582
GUY,Guyana,2007,urban_pop_pct,27.343
GUY,Guyana,2008,urban_pop_pct,27.105
GUY,Guyana,2009,urban_pop_pct,26.869
GUY,Guyana,2010,urban_pop_pct,26.634
GUY,Guyana,2011,urban_pop_pct,26.4
GUY,Guyana,2012,urban_pop_pct,26.4
GUY,Guyana,2013,urban_pop_pct,26.4
GUY,Guyana,2014,urban_pop_pct,26.414
GUY,Guyana,2015,urban_pop_pct,26.441
GUY,Guyana,2016,urban_pop_pct,26.482
GUY,Guyana,2017,urban_pop_pct,26.538
GUY,Guyana,2018,urban_pop_pct,26.606
GUY,Guyana,2019,urban_pop_pct,26.689
GUY,Guyana,2020,urban_pop_pct,26.786
GUY,Guyana,2021,urban_pop_pct,26.897
GUY,Guyana,2022,urban_pop_pct,27.022
GUY,Guyana,2023,urban_pop_pct,27.162
HTI,Haiti,1990,urban_pop_pct,28.51
HTI,Haiti,1991,urban_pop_pct,29.641
HTI,Haiti,1992,urban_pop_pct,30.8
HTI,Haiti,1993,urban_pop_pct,31.39
HTI,Haiti,1994,urban_pop_pct,31.987
HTI,Haiti,1995,urban_pop_pct,32.59
HTI,Haiti,1996,urban_pop_pct,33.2
HTI,Haiti,1997,urban_pop_pct,33.792
HTI,Haiti,1998,urban_pop_pct,34.389
HTI,Haiti,1999,urban_pop_pct,34.992
HTI,Haiti,2000,urban_pop_pct,35.6
HTI,Haiti,2001,urban_pop_pct,37.251
HTI,Haiti,2002,urban_pop_pct,38.935
HTI,Haiti,2003,urban_pop_pct,40.645
HTI,Haiti,2004,urban_pop_pct,41.679
HTI,Haiti,2005,urban_pop_pct,42.638
HTI,Haiti,2006,urban_pop_pct,43.604
HTI,Haiti,2007,urban_pop_pct,44.574
HTI,Haiti,2008,urban_pop_pct,45.551
HTI,Haiti,2009,urban_pop_pct,46.528
HTI,Haiti,2010,urban_pop_pct,47.509
HTI,Haiti,2011,urban_pop_pct,48.492
HTI,Haiti,2012,urban_pop_pct,49.477
HTI,Haiti,2013,urban_pop_pct,50.46
HTI,Haiti,2014,urban_pop_pct,51.444
HTI,Haiti,2015,urban_pop_pct,52.427
HTI,Haiti,2016,urban_pop_pct,53.396
HTI,Haiti,2017,urban_pop_pct,54.346
HTI,Haiti,2018,urban_pop_pct,55.278
HTI,Haiti,2019,urban_pop_pct,56.192
HTI,Haiti,2020,urban_pop_pct,57.088
HTI,Haiti,2021,urban_pop_pct,57.964
HTI,Haiti,2022,urban_pop_pct,58.82
HTI,Haiti,2023,urban_pop_pct,59.656
HND,Honduras,1990,urban_pop_pct,40.46
HND,Honduras,1991,urban_pop_pct,40.953
HND,Honduras,1992,urban_pop_pct,41.448
HND,Honduras,1993,urban_pop_pct,41.943
HND,Honduras,1994,urban_pop_pct,42.441
HND,Honduras,1995,urban_pop_pct,42.941
HND,Honduras,1996,urban_pop_pct,43.442
HND,Honduras,1997,urban_pop_pct,43.944
HND,Honduras,1998,urban_pop_pct,44.447
HND,Honduras,1999,urban_pop_pct,44.952
HND,Honduras,2000,urban_pop_pct,45.458
HND,Honduras,2001,urban_pop_pct,45.964
HND,Honduras,2002,urban_pop_pct,46.61
HND,Honduras,2003,urban_pop_pct,47.267
HND,Honduras,2004,urban_pop_pct,47.927
HND,Honduras,2005,urban_pop_pct,48.585
HND,Honduras,2006,urban_pop_pct,49.245
HND,Honduras,2007,urban_pop_pct,49.905
HND,Honduras,2008,urban_pop_pct,50.566
HND,Honduras,2009,urban_pop_pct,51.225
HND,Honduras,2010,urban_pop_pct,51.885
HND,Honduras,2011,urban_pop_pct,52.543
HND,Honduras,2012,urban_pop_pct,53.202
HND,Honduras,2013,urban_pop_pct,53.858
HND,Honduras,2014,urban_pop_pct,54.514
HND,Honduras,2015,urban_pop_pct,55.165
HND,Honduras,2016,urban_pop_pct,55.813
HND,Honduras,2017,urban_pop_pct,56.457
HND,Honduras,2018,urban_pop_pct,57.096
HND,Honduras,2019,urban_pop_pct,57.73
HND,Honduras,2020,urban_pop_pct,58.359
HND,Honduras,2021,urban_pop_pct,58.982
HND,Honduras,2022,urban_pop_pct,59.6
HND,Honduras,2023,urban_pop_pct,60.212
HKG,"Hong Kong SAR, China",1990,urban_pop_pct,99.517
HKG,"Hong Kong SAR, China",1991,urban_pop_pct,99.832
HKG,"Hong Kong SAR, China",1992,urban_pop_pct,99.979
HKG,"Hong Kong SAR, China",1993,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",1994,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",1995,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",1996,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",1997,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",1998,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",1999,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2000,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2001,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2002,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2003,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2004,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2005,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2006,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2007,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2008,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2009,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2010,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2011,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2012,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2013,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2014,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2015,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2016,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2017,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2018,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2019,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2020,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2021,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2022,urban_pop_pct,100.0
HKG,"Hong Kong SAR, China",2023,urban_pop_pct,100.0
HUN,Hungary,1990,urban_pop_pct,65.838
HUN,Hungary,1991,urban_pop_pct,65.713
HUN,Hungary,1992,urban_pop_pct,65.587
HUN,Hungary,1993,urban_pop_pct,65.461
HUN,Hungary,1994,urban_pop_pct,65.335
HUN,Hungary,1995,urban_pop_pct,65.209
HUN,Hungary,1996,urban_pop_pct,65.083
HUN,Hungary,1997,urban_pop_pct,64.956
HUN,Hungary,1998,urban_pop_pct,64.829
HUN,Hungary,1999,urban_pop_pct,64.702
HUN,Hungary,2000,urban_pop_pct,64.575
HUN,Hungary,2001,urban_pop_pct,64.67
HUN,Hungary,2002,urban_pop_pct,65.081
HUN,Hungary,2003,urban_pop_pct,65.489
HUN,Hungary,2004,urban_pop_pct,65.896
HUN,Hungary,2005,urban_pop_pct,66.365
HUN,Hungary,2006,urban_pop_pct,66.895
HUN,Hungary,2007,urban_pop_pct,67.421
HUN,Hungary,2008,urban_pop_pct,67.943
HUN,Hungary,2009,urban_pop_pct,68.46
HUN,Hungary,2010,urban_pop_pct,68.911
HUN,Hungary,2011,urban_pop_pct,69.358
HUN,Hungary,2012,urban_pop_pct,69.678
HUN,Hungary,2013,urban_pop_pct,69.953
HUN,Hungary,2014,urban_pop_pct,70.227
HUN,Hungary,2015,urban_pop_pct,70.5
HUN,Hungary,2016,urban_pop_pct,70.779
HUN,Hungary,2017,urban_pop_pct,71.062
HUN,Hungary,2018,urban_pop_pct,71.351
HUN,Hungary,2019,urban_pop_pct,71.644
HUN,Hungary,2020,urban_pop_pct,71.942
HUN,Hungary,2021,urban_pop_pct,72.245
HUN,Hungary,2022,urban_pop_pct,72.552
HUN,Hungary,2023,urban_pop_pct,72.864
ISL,Iceland,1990,urban_pop_pct,90.75
ISL,Iceland,1991,urban_pop_pct,90.932
ISL,Iceland,1992,urban_pop_pct,91.112
ISL,Iceland,1993,urban_pop_pct,91.287
ISL,Iceland,1994,urban_pop_pct,91.46
ISL,Iceland,1995,urban_pop_pct,91.63
ISL,Iceland,1996,urban_pop_pct,91.797
ISL,Iceland,1997,urban_pop_pct,91.96
ISL,Iceland,1998,urban_pop_pct,92.121
ISL,Iceland,1999,urban_pop_pct,92.267
ISL,Iceland,2000,urban_pop_pct,92.401
ISL,Iceland,2001,urban_pop_pct,92.532
ISL,Iceland,2002,urban_pop_pct,92.662
ISL,Iceland,2003,urban_pop_pct,92.789
ISL,Iceland,2004,urban_pop_pct,92.914
ISL,Iceland,2005,urban_pop_pct,93.037
ISL,Iceland,2006,urban_pop_pct,93.159
ISL,Iceland,2007,urban_pop_pct,93.278
ISL,Iceland,2008,urban_pop_pct,93.395
ISL,Iceland,2009,urban_pop_pct,93.511
ISL,Iceland,2010,urban_pop_pct,93.574
ISL,Iceland,2011,urban_pop_pct,93.587
ISL,Iceland,2012,urban_pop_pct,93.6
ISL,Iceland,2013,urban_pop_pct,93.633
ISL,Iceland,2014,urban_pop_pct,93.667
ISL,Iceland,2015,urban_pop_pct,93.7
ISL,Iceland,2016,urban_pop_pct,93.735
ISL,Iceland,2017,urban_pop_pct,93.773
ISL,Iceland,2018,urban_pop_pct,93.813
ISL,Iceland,2019,urban_pop_pct,93.855
ISL,Iceland,2020,urban_pop_pct,93.898
ISL,Iceland,2021,urban_pop_pct,93.944
ISL,Iceland,2022,urban_pop_pct,93.992
ISL,Iceland,2023,urban_pop_pct,94.042
IND,India,1990,urban_pop_pct,25.547
IND,India,1991,urban_pop_pct,25.778
IND,India,1992,urban_pop_pct,25.984
IND,India,1993,urban_pop_pct,26.191
IND,India,1994,urban_pop_pct,26.399
IND,India,1995,urban_pop_pct,26.607
IND,India,1996,urban_pop_pct,26.817
IND,India,1997,urban_pop_pct,27.028
IND,India,1998,urban_pop_pct,27.24
IND,India,1999,urban_pop_pct,27.453
IND,India,2000,urban_pop_pct,27.667
IND,India,2001,urban_pop_pct,27.918
IND,India,2002,urban_pop_pct,28.244
IND,India,2003,urban_pop_pct,28.572
IND,India,2004,urban_pop_pct,28.903
IND,India,2005,urban_pop_pct,29.235
IND,India,2006,urban_pop_pct,29.569
IND,India,2007,urban_pop_pct,29.906
IND,India,2008,urban_pop_pct,30.246
IND,India,2009,urban_pop_pct,30.587
IND,India,2010,urban_pop_pct,30.93
IND,India,2011,urban_pop_pct,31.276
IND,India,2012,urban_pop_pct,31.634
IND,India,2013,urban_pop_pct,32.003
IND,India,2014,urban_pop_pct,32.384
IND,India,2015,urban_pop_pct,32.777
IND,India,2016,urban_pop_pct,33.182
IND,India,2017,urban_pop_pct,33.6
IND,India,2018,urban_pop_pct,34.03
IND,India,2019,urban_pop_pct,34.472
IND,India,2020,urban_pop_pct,34.926
IND,India,2021,urban_pop_pct,35.393
IND,India,2022,urban_pop_pct,35.872
IND,India,2023,urban_pop_pct,36.364
IDN,Indonesia,1990,urban_pop_pct,30.584
IDN,Indonesia,1991,urban_pop_pct,31.613
IDN,Indonesia,1992,urban_pop_pct,32.703
IDN,Indonesia,1993,urban_pop_pct,33.808
IDN,Indonesia,1994,urban_pop_pct,34.933
IDN,Indonesia,1995,urban_pop_pct,36.076
IDN,Indonesia,1996,urban_pop_pct,37.235
IDN,Indonesia,1997,urban_pop_pct,38.406
IDN,Indonesia,1998,urban_pop_pct,39.593
IDN,Indonesia,1999,urban_pop_pct,40.792
IDN,Indonesia,2000,urban_pop_pct,42.002
IDN,Indonesia,2001,urban_pop_pct,42.783
IDN,Indonesia,2002,urban_pop_pct,43.568
IDN,Indonesia,2003,urban_pop_pct,44.356
IDN,Indonesia,2004,urban_pop_pct,45.149
IDN,Indonesia,2005,urban_pop_pct,45.942
IDN,Indonesia,2006,urban_pop_pct,46.738
IDN,Indonesia,2007,urban_pop_pct,47.535
IDN,Indonesia,2008,urban_pop_pct,48.335
IDN,Indonesia,2009,urban_pop_pct,49.134
IDN,Indonesia,2010,urban_pop_pct,49.914
IDN,Indonesia,2011,urban_pop_pct,50.595
IDN,Indonesia,2012,urban_pop_pct,51.276
IDN,Indonesia,2013,urban_pop_pct,51.955
IDN,Indonesia,2014,urban_pop_pct,52.635
IDN,Indonesia,2015,urban_pop_pct,53.313
IDN,Indonesia,2016,urban_pop_pct,53.989
IDN,Indonesia,2017,urban_pop_pct,54.659
IDN,Indonesia,2018,urban_pop_pct,55.325
IDN,Indonesia,2019,urban_pop_pct,55.985
IDN,Indonesia,2020,urban_pop_pct,56.641
IDN,Indonesia,2021,urban_pop_pct,57.29
IDN,Indonesia,2022,urban_pop_pct,57.934
IDN,Indonesia,2023,urban_pop_pct,58.572
IRN,"Iran, Islamic Rep.",1990,urban_pop_pct,56.33
IRN,"Iran, Islamic Rep.",1991,urban_pop_pct,56.865
IRN,"Iran, Islamic Rep.",1992,urban_pop_pct,57.653
IRN,"Iran, Islamic Rep.",1993,urban_pop_pct,58.519
IRN,"Iran, Islamic Rep.",1994,urban_pop_pct,59.38
IRN,"Iran, Islamic Rep.",1995,urban_pop_pct,60.236
IRN,"Iran, Islamic Rep.",1996,urban_pop_pct,61.087
IRN,"Iran, Islamic Rep.",1997,urban_pop_pct,61.853
IRN,"Iran, Islamic Rep.",1998,urban_pop_pct,62.588
IRN,"Iran, Islamic Rep.",1999,urban_pop_pct,63.318
IRN,"Iran, Islamic Rep.",2000,urban_pop_pct,64.042
IRN,"Iran, Islamic Rep.",2001,urban_pop_pct,64.758
IRN,"Iran, Islamic Rep.",2002,urban_pop_pct,65.468
IRN,"Iran, Islamic Rep.",2003,urban_pop_pct,66.172
IRN,"Iran, Islamic Rep.",2004,urban_pop_pct,66.869
IRN,"Iran, Islamic Rep.",2005,urban_pop_pct,67.558
IRN,"Iran, Islamic Rep.",2006,urban_pop_pct,68.239
IRN,"Iran, Islamic Rep.",2007,urban_pop_pct,68.864
IRN,"Iran, Islamic Rep.",2008,urban_pop_pct,69.458
IRN,"Iran, Islamic Rep.",2009,urban_pop_pct,70.045
IRN,"Iran, Islamic Rep.",2010,urban_pop_pct,70.626
IRN,"Iran, Islamic Rep.",2011,urban_pop_pct,71.2
IRN,"Iran, Islamic Rep.",2012,urban_pop_pct,71.755
IRN,"Iran, Islamic Rep.",2013,urban_pop_pct,72.295
IRN,"Iran, Islamic Rep.",2014,urban_pop_pct,72.83
IRN,"Iran, Islamic Rep.",2015,urban_pop_pct,73.358
IRN,"Iran, Islamic Rep.",2016,urban_pop_pct,73.88
IRN,"Iran, Islamic Rep.",2017,urban_pop_pct,74.394
IRN,"Iran, Islamic Rep.",2018,urban_pop_pct,74.898
IRN,"Iran, Islamic Rep.",2019,urban_pop_pct,75.391
IRN,"Iran, Islamic Rep.",2020,urban_pop_pct,75.874
IRN,"Iran, Islamic Rep.",2021,urban_pop_pct,76.345
IRN,"Iran, Islamic Rep.",2022,urban_pop_pct,76.807
IRN,"Iran, Islamic Rep.",2023,urban_pop_pct,77.257
IRQ,Iraq,1990,urban_pop_pct,69.706
IRQ,Iraq,1991,urban_pop_pct,69.522
IRQ,Iraq,1992,urban_pop_pct,69.337
IRQ,Iraq,1993,urban_pop_pct,69.152
IRQ,Iraq,1994,urban_pop_pct,68.966
IRQ,Iraq,1995,urban_pop_pct,68.78
IRQ,Iraq,1996,urban_pop_pct,68.593
IRQ,Iraq,1997,urban_pop_pct,68.405
IRQ,Iraq,1998,urban_pop_pct,68.388
IRQ,Iraq,1999,urban_pop_pct,68.442
IRQ,Iraq,2000,urban_pop_pct,68.496
IRQ,Iraq,2001,urban_pop_pct,68.55
IRQ,Iraq,2002,urban_pop_pct,68.604
IRQ,Iraq,2003,urban_pop_pct,68.658
IRQ,Iraq,2004,urban_pop_pct,68.712
IRQ,Iraq,2005,urban_pop_pct,68.766
IRQ,Iraq,2006,urban_pop_pct,68.819
IRQ,Iraq,2007,urban_pop_pct,68.873
IRQ,Iraq,2008,urban_pop_pct,68.927
IRQ,Iraq,2009,urban_pop_pct,68.98
IRQ,Iraq,2010,urban_pop_pct,69.103
IRQ,Iraq,2011,urban_pop_pct,69.268
IRQ,Iraq,2012,urban_pop_pct,69.432
IRQ,Iraq,2013,urban_pop_pct,69.595
IRQ,Iraq,2014,urban_pop_pct,69.758
IRQ,Iraq,2015,urban_pop_pct,69.921
IRQ,Iraq,2016,urban_pop_pct,70.094
IRQ,Iraq,2017,urban_pop_pct,70.278
IRQ,Iraq,2018,urban_pop_pct,70.473
IRQ,Iraq,2019,urban_pop_pct,70.678
IRQ,Iraq,2020,urban_pop_pct,70.893
IRQ,Iraq,2021,urban_pop_pct,71.119
IRQ,Iraq,2022,urban_pop_pct,71.354
IRQ,Iraq,2023,urban_pop_pct,71.599
IRL,Ireland,1990,urban_pop_pct,56.929
IRL,Ireland,1991,urban_pop_pct,57.073
IRL,Ireland,1992,urban_pop_pct,57.293
IRL,Ireland,1993,urban_pop_pct,57.512
IRL,Ireland,1994,urban_pop_pct,57.731
IRL,Ireland,1995,urban_pop_pct,57.949
IRL,Ireland,1996,urban_pop_pct,58.173
IRL,Ireland,1997,urban_pop_pct,58.419
IRL,Ireland,1998,urban_pop_pct,58.664
IRL,Ireland,1999,urban_pop_pct,58.91
IRL,Ireland,2000,urban_pop_pct,59.155
IRL,Ireland,2001,urban_pop_pct,59.399
IRL,Ireland,2002,urban_pop_pct,59.649
IRL,Ireland,2003,urban_pop_pct,59.925
IRL,Ireland,2004,urban_pop_pct,60.202
IRL,Ireland,2005,urban_pop_pct,60.477
IRL,Ireland,2006,urban_pop_pct,60.738
IRL,Ireland,2007,urban_pop_pct,60.94
IRL,Ireland,2008,urban_pop_pct,61.141
IRL,Ireland,2009,urban_pop_pct,61.342
IRL,Ireland,2010,urban_pop_pct,61.542
IRL,Ireland,2011,urban_pop_pct,61.742
IRL,Ireland,2012,urban_pop_pct,61.942
IRL,Ireland,2013,urban_pop_pct,62.141
IRL,Ireland,2014,urban_pop_pct,62.34
IRL,Ireland,2015,urban_pop_pct,62.538
IRL,Ireland,2016,urban_pop_pct,62.737
IRL,Ireland,2017,urban_pop_pct,62.947
IRL,Ireland,2018,urban_pop_pct,63.17
IRL,Ireland,2019,urban_pop_pct,63.405
IRL,Ireland,2020,urban_pop_pct,63.653
IRL,Ireland,2021,urban_pop_pct,63.912
IRL,Ireland,2022,urban_pop_pct,64.183
IRL,Ireland,2023,urban_pop_pct,64.466
IMN,Isle of Man,1990,urban_pop_pct,51.746
IMN,Isle of Man,1991,urban_pop_pct,51.745
IMN,Isle of Man,1992,urban_pop_pct,51.754
IMN,Isle of Man,1993,urban_pop_pct,51.764
IMN,Isle of Man,1994,urban_pop_pct,51.773
IMN,Isle of Man,1995,urban_pop_pct,51.783
IMN,Isle of Man,1996,urban_pop_pct,51.792
IMN,Isle of Man,1997,urban_pop_pct,51.8
IMN,Isle of Man,1998,urban_pop_pct,51.808
IMN,Isle of Man,1999,urban_pop_pct,51.815
IMN,Isle of Man,2000,urban_pop_pct,51.823
IMN,Isle of Man,2001,urban_pop_pct,51.833
IMN,Isle of Man,2002,urban_pop_pct,51.851
IMN,Isle of Man,2003,urban_pop_pct,51.869
IMN,Isle of Man,2004,urban_pop_pct,51.887
IMN,Isle of Man,2005,urban_pop_pct,51.905
IMN,Isle of Man,2006,urban_pop_pct,51.922
IMN,Isle of Man,2007,urban_pop_pct,51.94
IMN,Isle of Man,2008,urban_pop_pct,51.958
IMN,Isle of Man,2009,urban_pop_pct,51.976
IMN,Isle of Man,2010,urban_pop_pct,51.994
IMN,Isle of Man,2011,urban_pop_pct,52.012
IMN,Isle of Man,2012,urban_pop_pct,52.046
IMN,Isle of Man,2013,urban_pop_pct,52.096
IMN,Isle of Man,2014,urban_pop_pct,52.162
IMN,Isle of Man,2015,urban_pop_pct,52.245
IMN,Isle of Man,2016,urban_pop_pct,52.343
IMN,Isle of Man,2017,urban_pop_pct,52.458
IMN,Isle of Man,2018,urban_pop_pct,52.588
IMN,Isle of Man,2019,urban_pop_pct,52.735
IMN,Isle of Man,2020,urban_pop_pct,52.898
IMN,Isle of Man,2021,urban_pop_pct,53.076
IMN,Isle of Man,2022,urban_pop_pct,53.271
IMN,Isle of Man,2023,urban_pop_pct,53.482
ISR,Israel,1990,urban_pop_pct,90.359
ISR,Israel,1991,urban_pop_pct,90.463
ISR,Israel,1992,urban_pop_pct,90.565
ISR,Israel,1993,urban_pop_pct,90.666
ISR,Israel,1994,urban_pop_pct,90.767
ISR,Israel,1995,urban_pop_pct,90.866
ISR,Israel,1996,urban_pop_pct,90.943
ISR,Israel,1997,urban_pop_pct,91.009
ISR,Israel,1998,urban_pop_pct,91.074
ISR,Israel,1999,urban_pop_pct,91.139
ISR,Israel,2000,urban_pop_pct,91.203
ISR,Israel,2001,urban_pop_pct,91.267
ISR,Israel,2002,urban_pop_pct,91.33
ISR,Israel,2003,urban_pop_pct,91.393
ISR,Israel,2004,urban_pop_pct,91.456
ISR,Israel,2005,urban_pop_pct,91.518
ISR,Israel,2006,urban_pop_pct,91.58
ISR,Israel,2007,urban_pop_pct,91.641
ISR,Israel,2008,urban_pop_pct,91.702
ISR,Israel,2009,urban_pop_pct,91.763
ISR,Israel,2010,urban_pop_pct,91.826
ISR,Israel,2011,urban_pop_pct,91.892
ISR,Israel,2012,urban_pop_pct,91.96
ISR,Israel,2013,urban_pop_pct,92.031
ISR,Israel,2014,urban_pop_pct,92.104
ISR,Israel,2015,urban_pop_pct,92.179
ISR,Israel,2016,urban_pop_pct,92.256
ISR,Israel,2017,urban_pop_pct,92.336
ISR,Israel,2018,urban_pop_pct,92.418
ISR,Israel,2019,urban_pop_pct,92.501
ISR,Israel,2020,urban_pop_pct,92.587
ISR,Israel,2021,urban_pop_pct,92.674
ISR,Israel,2022,urban_pop_pct,92.763
ISR,Israel,2023,urban_pop_pct,92.854
ITA,Italy,1990,urban_pop_pct,66.726
ITA,Italy,1991,urban_pop_pct,66.706
ITA,Italy,1992,urban_pop_pct,66.742
ITA,Italy,1993,urban_pop_pct,66.802
ITA,Italy,1994,urban_pop_pct,66.862
ITA,Italy,1995,urban_pop_pct,66.922
ITA,Italy,1996,urban_pop_pct,66.982
ITA,Italy,1997,urban_pop_pct,67.042
ITA,Italy,1998,urban_pop_pct,67.102
ITA,Italy,1999,urban_pop_pct,67.162
ITA,Italy,2000,urban_pop_pct,67.222
ITA,Italy,2001,urban_pop_pct,67.282
ITA,Italy,2002,urban_pop_pct,67.382
ITA,Italy,2003,urban_pop_pct,67.501
ITA,Italy,2004,urban_pop_pct,67.62
ITA,Italy,2005,urban_pop_pct,67.738
ITA,Italy,2006,urban_pop_pct,67.856
ITA,Italy,2007,urban_pop_pct,67.974
ITA,Italy,2008,urban_pop_pct,68.092
ITA,Italy,2009,urban_pop_pct,68.209
ITA,Italy,2010,urban_pop_pct,68.327
